"BehaviorSpace results (NetLogo 6.0.4)"
"ibc/ibc_com_corrected_all_review.nlogo"
"experiment_patches_allsmall"
"05/12/2022 20:41:26:885 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","100","0","100"
"[run number]","perc_small","size_small","bold_prob","[step]","ticks","spec_num","count turtles with [species = 0]","count turtles with [species = 1]","count turtles with [species = 2]","count turtles with [species = 3]","count turtles with [species = 4]","count turtles with [species = 5]","count turtles with [species = 6]","count turtles with [species = 7]","count turtles with [species = 8]","count turtles with [species = 9]","mean [mass] of turtles","sum [mass] of turtles","mean [hrsize] of turtles","mean [forage_small] of turtles with [species = 0]","mean [forage_small] of turtles with [species = 1]","mean [forage_small] of turtles with [species = 2]","mean [forage_small] of turtles with [species = 3]","mean [forage_small] of turtles with [species = 4]","mean [forage_small] of turtles with [species = 5]","mean [forage_small] of turtles with [species = 6]","mean [forage_small] of turtles with [species = 7]","mean [forage_small] of turtles with [species = 8]","mean [forage_small] of turtles with [species = 9]","count turtles with [core = 1 and species = 0]","count turtles with [core = 1 and species = 1]","count turtles with [core = 1 and species = 2]","count turtles with [core = 1 and species = 3]","count turtles with [core = 1 and species = 4]","count turtles with [core = 1 and species = 5]","count turtles with [core = 1 and species = 6]","count turtles with [core = 1 and species = 7]","count turtles with [core = 1 and species = 8]","count turtles with [core = 1 and species = 9]","count turtles with [core = 2 and species = 0]","count turtles with [core = 2 and species = 1]","count turtles with [core = 2 and species = 2]","count turtles with [core = 2 and species = 3]","count turtles with [core = 2 and species = 4]","count turtles with [core = 2 and species = 5]","count turtles with [core = 2 and species = 6]","count turtles with [core = 2 and species = 7]","count turtles with [core = 2 and species = 8]","count turtles with [core = 2 and species = 9]","count turtles with [ss-use and species = 0]","count turtles with [ss-use and species = 1]","count turtles with [ss-use and species = 2]","count turtles with [ss-use and species = 3]","count turtles with [ss-use and species = 4]","count turtles with [ss-use and species = 5]","count turtles with [ss-use and species = 6]","count turtles with [ss-use and species = 7]","count turtles with [ss-use and species = 8]","count turtles with [ss-use and species = 9]"
"1272","1","1","0.15","2670","2670","4","0","0","0","0","9","0","7","0","32","196","0.10254667388433586","25.02138842777795","9.87587213694857","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3","<RuntimePrimitiveException>","3.857142857142857","<RuntimePrimitiveException>","3.625","3.4285714285714284","0","0","0","0","9","0","7","0","32","196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1284","1","1","0.25","1834","1834","4","0","0","0","0","0","5","0","37","34","157","0.10415288742978462","24.267622771139816","10.706265571394205","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2","<RuntimePrimitiveException>","3.054054054054054","3.911764705882353","4.840764331210191","0","0","0","0","0","5","0","37","34","157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1269","1","1","0.15","3952","3952","4","0","0","0","0","0","2","7","66","0","154","0.09785189500095948","22.40808395521972","9.658610266547589","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1","1.8571428571428572","2.3484848484848486","<RuntimePrimitiveException>","3.188311688311688","0","0","0","0","0","2","7","66","0","154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1274","1","1","0.15","3351","3351","4","0","0","0","0","3","0","0","50","180","14","0.09202763801201169","22.730826588966888","8.663967611336032","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.6666666666666665","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.24","1.8666666666666667","1.5","0","0","0","0","3","0","0","50","180","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1282","1","1","0.25","1825","1825","4","0","0","0","0","0","0","13","7","45","173","0.10502197218185938","24.99522937928253","10.689375789923544","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.6923076923076923","2.857142857142857","3.4444444444444446","4.08092485549133","0","0","0","0","0","0","13","7","45","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1273","1","1","0.15","3748","3748","4","0","0","0","0","1","0","9","0","88","133","0.10186235661259994","23.530204377510586","9.22044295795363","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","1.5555555555555556","<RuntimePrimitiveException>","2.340909090909091","3.225563909774436","0","0","0","0","1","0","9","0","88","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1276","1","1","0.15","3498","3498","4","0","0","0","0","5","0","3","48","194","0","0.08750711948378659","21.876779870946645","8.615626654785036","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.8","<RuntimePrimitiveException>","2","2.6875","2.329896907216495","<RuntimePrimitiveException>","0","0","0","0","5","0","3","48","194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1277","1","1","0.15","3287","3287","4","0","0","0","0","11","21","0","27","0","164","0.09471991606703986","21.12254128294989","8.904627051980563","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5454545454545454","2.5238095238095237","<RuntimePrimitiveException>","2.5185185185185186","<RuntimePrimitiveException>","1.9634146341463414","0","0","0","0","11","21","0","27","0","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1275","1","1","0.15","4017","4017","4","0","0","0","0","5","0","3","0","1","213","0.10485909126969828","23.278718261873017","9.423606047067219","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.2","<RuntimePrimitiveException>","8","<RuntimePrimitiveException>","2","3.140845070422535","0","0","0","0","5","0","3","0","1","213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1286","1","1","0.25","2640","2640","4","0","0","0","0","0","0","1","9","160","79","0.10149352129592175","25.271886802684516","11.22907323823607","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","5","3.4444444444444446","4.5375","4.481012658227848","0","0","0","0","0","0","1","9","160","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1283","1","1","0.25","2939","2939","4","0","0","0","0","0","0","22","98","41","94","0.09404265742323407","23.98087764292469","10.103260716169528","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.3636363636363638","4.173469387755102","3.7560975609756095","3.595744680851064","0","0","0","0","0","0","22","98","41","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1281","1","1","0.25","2968","2968","4","0","0","0","0","0","0","21","92","81","53","0.09548603514114958","23.585050679863944","10.293850137685506","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3.3333333333333335","3.858695652173913","3.691358024691358","3.3962264150943398","0","0","0","0","0","0","21","92","81","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1289","1","1","0.25","2021","2021","4","0","0","0","0","0","0","20","46","90","76","0.09957920367634894","23.102375252912953","11.202990728687977","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3.25","2.847826086956522","4.388888888888889","4.565789473684211","0","0","0","0","0","0","20","46","90","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1271","1","1","0.15","5522","5522","4","0","29","3","0","0","0","0","0","14","183","0.0892451351771547","20.437135955568426","8.043668122270743","<RuntimePrimitiveException>","0.034482758620689655","0.3333333333333333","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.35714285714285715","2.07103825136612","0","29","3","0","0","0","0","0","14","183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1279","1","1","0.15","3580","3580","4","0","0","0","0","16","0","77","118","0","50","0.08046672425045262","21.001815029368135","8.265760454715238","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.75","<RuntimePrimitiveException>","1.5844155844155845","2.305084745762712","<RuntimePrimitiveException>","2.48","0","0","0","0","16","0","77","118","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1288","1","1","0.25","2574","2574","4","0","0","0","0","0","2","0","35","13","183","0.10338539694809912","24.088797488907094","11.084050322366977","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","3.9714285714285715","1.8461538461538463","3.8251366120218577","0","0","0","0","0","2","0","35","13","183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1287","1","1","0.25","2404","2404","4","0","0","0","0","0","14","12","58","0","171","0.09826787142123658","25.05830721241533","11.017207976233385","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3.7142857142857144","4.916666666666667","3.0689655172413794","<RuntimePrimitiveException>","4.912280701754386","0","0","0","0","0","14","12","58","0","171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1278","1","1","0.15","4018","4018","4","0","0","0","0","0","15","10","93","132","0","0.08880594784839123","22.201486962097807","9.328","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.8666666666666667","1.5","2.6236559139784945","3.484848484848485","<RuntimePrimitiveException>","0","0","0","0","0","15","10","93","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1290","1","1","0.25","2212","2212","4","0","0","0","0","0","2","1","5","0","225","0.1055003792359816","24.581588361983712","10.060085836909872","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","7","1","8.6","<RuntimePrimitiveException>","3.1955555555555555","0","0","0","0","0","2","1","5","0","225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1285","1","1","0.25","4318","4318","4","0","0","0","4","0","0","0","69","31","139","0.09445123939586238","22.95165117319456","9.832365895230524","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.217391304347826","3.935483870967742","4.510791366906475","0","0","0","4","0","0","0","69","31","139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1295","1","1","0.25","2267","2267","4","0","0","0","0","0","12","61","127","57","0","0.08599440896010338","22.10056310274657","9.926925986705333","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.16666666666666666","1.8360655737704918","2.6535433070866143","3.3333333333333335","<RuntimePrimitiveException>","0","0","0","0","0","12","61","127","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1292","1","1","0.25","2639","2639","4","0","0","0","0","0","0","9","12","20","188","0.10630218549248716","24.343200477779558","11.845609756439437","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3.3333333333333335","1.0833333333333333","3.15","5.292553191489362","0","0","0","0","0","0","9","12","20","188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1294","1","1","0.25","2253","2253","4","0","0","0","0","0","11","26","25","194","0","0.09332065954346283","23.890088843126485","10.740037539598354","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.909090909090909","4.6923076923076925","2.2","3.917525773195876","<RuntimePrimitiveException>","0","0","0","0","0","11","26","25","194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1293","1","1","0.25","2508","2508","4","0","0","0","0","0","2","1","0","85","153","0.10486500570001342","25.272466373703235","11.202271957256443","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5","2","<RuntimePrimitiveException>","4.152941176470589","5.823529411764706","0","0","0","0","0","2","1","0","85","153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1302","1","1","0.5","1270","1270","4","0","0","0","0","0","0","36","82","28","105","0.09716990979910273","24.389647359574784","10.571933626672282","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.7222222222222223","4.012195121951219","4.607142857142857","4.247619047619048","0","0","0","0","0","0","36","82","28","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1301","1","1","0.5","1532","1532","4","0","0","0","0","0","0","36","30","94","97","0.09954287897075288","25.58251989548349","10.528271743097292","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.9444444444444446","4.966666666666667","4.042553191489362","4.092783505154639","0","0","0","0","0","0","36","30","94","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1298","1","1","0.25","2034","2034","4","0","0","0","0","1","0","15","69","0","162","0.09995587701304905","24.689101622223113","10.728970063300256","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","5","<RuntimePrimitiveException>","2.8","3.1884057971014492","<RuntimePrimitiveException>","5.283950617283951","0","0","0","0","1","0","15","69","0","162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1299","1","1","0.25","2322","2322","4","0","0","0","0","0","6","12","0","64","148","0.10375212644488356","23.862989082323217","10.362484338162583","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3","1.4166666666666667","<RuntimePrimitiveException>","4.328125","3.831081081081081","0","0","0","0","0","6","12","0","64","148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1297","1","1","0.25","2108","2108","4","0","0","0","0","0","0","49","31","79","95","0.09394417386867152","23.861820162642566","9.26771653543307","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.2040816326530612","0.6451612903225806","2.9240506329113924","3.568421052631579","0","0","0","0","0","0","49","31","79","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1305","1","1","0.5","1405","1405","4","0","0","0","0","0","0","5","65","43","141","0.10210981541696298","25.9358931159086","11.774053131174176","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","5.4","4.892307692307693","5.186046511627907","7.0638297872340425","0","0","0","0","0","0","5","65","43","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1280","1","1","0.15","4830","4830","4","0","0","0","1","0","0","1","10","220","0","0.09340638968843065","21.670282407715913","9.751402410023216","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","0.8","3.268181818181818","<RuntimePrimitiveException>","0","0","0","1","0","0","1","10","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1266","1","1","0.15","8636","8636","4","97","0","0","0","0","1","0","0","40","144","0.0713509546858228","20.120969221402028","7.453900709219858","0.010309278350515464","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","4","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.5","3.2222222222222223","97","0","0","0","0","1","0","0","40","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1307","1","1","0.5","1094","1094","4","0","0","0","0","0","0","8","56","68","129","0.10210669734645446","26.649848007424612","11.691363115120105","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","7.25","5.5","7.397058823529412","4.72093023255814","0","0","0","0","0","0","8","56","68","129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1303","1","1","0.5","2019","2019","4","0","0","0","0","1","0","12","57","0","159","0.10350853363058458","23.70345420140387","11.212190786561317","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","5.666666666666667","3.912280701754386","<RuntimePrimitiveException>","4.59748427672956","0","0","0","0","1","0","12","57","0","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
